File ID,digit_label,participant,intonation
0011776.wav,15,S33,neutral
0011777.wav,100,S162,bored
0011778.wav,100,S165,question
0011779.wav,70,S10,bored
0011780.wav,19,S86,neutral
0011781.wav,1000000000,S161,bored
0011782.wav,3,S89,excited
0011783.wav,14,S42,bored
0011784.wav,70,S94,excited
0011785.wav,1000,S2,question
0011786.wav,9,S154,excited
0011787.wav,20,S43,excited
0011788.wav,40,S178,bored
0011789.wav,11,S160,excited
0011790.wav,70,S140,neutral
0011791.wav,11,S44,bored
0011792.wav,100,S165,neutral
0011793.wav,5,S73,question
0011794.wav,16,S106,question
0011795.wav,1000000,S123,neutral
0011796.wav,70,S106,bored
0011797.wav,0,S112,excited
0011798.wav,11,S106,bored
0011799.wav,6,S108,bored
0011800.wav,3,S2,question
0011801.wav,30,S47,bored
0011802.wav,70,S26,excited
0011803.wav,15,S72,question
0011804.wav,4,S7,neutral
0011805.wav,19,S45,question
0011806.wav,1000,S45,neutral
0011807.wav,80,S24,question
0011808.wav,10,S21,excited
0011809.wav,18,S108,bored
0011810.wav,90,S9,bored
0011811.wav,7,S6,excited
0011812.wav,12,S96,question
0011813.wav,9,S114,neutral
0011814.wav,70,S16,excited
0011815.wav,18,S87,neutral
0011816.wav,1000000,S4,question
0011817.wav,80,S92,bored
0011818.wav,20,S171,excited
0011819.wav,40,S6,excited
0011820.wav,3,S160,question
0011821.wav,1000000,S158,bored
0011822.wav,16,S92,question
0011823.wav,90,S113,excited
0011824.wav,16,S79,question
0011825.wav,10,S154,neutral
0011826.wav,30,S84,question
0011827.wav,90,S146,bored
0011828.wav,6,S50,neutral
0011829.wav,5,S142,neutral
0011830.wav,100,S165,bored
0011831.wav,30,S89,neutral
0011832.wav,2,S71,excited
0011833.wav,7,S66,neutral
0011834.wav,5,S146,neutral
0011835.wav,6,S92,bored
0011836.wav,14,S147,bored
0011837.wav,1000000,S89,question
0011838.wav,1000000000,S15,question
0011839.wav,90,S67,bored
0011840.wav,6,S38,excited
0011841.wav,6,S27,question
0011842.wav,80,S96,bored
0011843.wav,5,S69,neutral
0011844.wav,3,S142,bored
0011845.wav,15,S155,excited
0011846.wav,1000000,S126,excited
0011847.wav,16,S59,neutral
0011848.wav,17,S149,bored
0011849.wav,50,S114,question
0011850.wav,16,S127,neutral
0011851.wav,13,S13,bored
0011852.wav,9,S20,question
0011853.wav,100,S178,neutral
0011854.wav,8,S42,question
0011855.wav,50,S35,neutral
0011856.wav,13,S49,excited
0011857.wav,18,S24,bored
0011858.wav,12,S80,question
0011859.wav,15,S34,excited
0011860.wav,18,S145,excited
0011861.wav,60,S160,question
0011862.wav,3,S182,question
0011863.wav,100,S10,question
0011864.wav,2,S39,question
0011865.wav,4,S156,bored
0011866.wav,30,S73,neutral
0011867.wav,1000000000,S82,question
0011868.wav,2,S38,excited
0011869.wav,14,S32,bored
0011870.wav,16,S150,neutral
0011871.wav,1000,S25,excited
0011872.wav,18,S103,neutral
0011873.wav,12,S113,question
0011874.wav,90,S46,excited
0011875.wav,10,S94,question
0011876.wav,4,S101,bored
0011877.wav,30,S166,bored
0011878.wav,50,S158,question
0011879.wav,12,S150,neutral
0011880.wav,2,S91,question
0011881.wav,8,S111,question
0011882.wav,1000,S14,question
0011883.wav,2,S100,neutral
0011884.wav,9,S95,neutral
0011885.wav,3,S180,bored
0011886.wav,1000,S136,excited
0011887.wav,13,S169,question
0011888.wav,17,S37,neutral
0011889.wav,3,S116,excited
0011890.wav,4,S46,bored
0011891.wav,9,S126,excited
0011892.wav,16,S153,excited
0011893.wav,14,S68,neutral
0011894.wav,13,S136,bored
0011895.wav,12,S67,excited
0011896.wav,17,S49,question
0011897.wav,90,S163,excited
0011898.wav,30,S114,question
0011899.wav,19,S162,neutral
0011900.wav,16,S84,excited
0011901.wav,4,S168,neutral
0011902.wav,1000000000,S139,bored
0011903.wav,7,S2,bored
0011904.wav,5,S81,excited
0011905.wav,16,S135,question
0011906.wav,8,S34,question
0011907.wav,60,S66,excited
0011908.wav,7,S7,bored
0011909.wav,30,S156,neutral
0011910.wav,14,S49,question
0011911.wav,80,S25,neutral
0011912.wav,1000000000,S75,bored
0011913.wav,12,S101,question
0011914.wav,100,S139,excited
0011915.wav,1,S108,neutral
0011916.wav,12,S4,question
0011917.wav,1000000000,S95,neutral
0011918.wav,3,S147,neutral
0011919.wav,1000,S89,neutral
0011920.wav,7,S83,question
0011921.wav,1000000,S37,excited
0011922.wav,1,S12,bored
0011923.wav,18,S169,question
0011924.wav,13,S96,question
0011925.wav,8,S155,excited
0011926.wav,20,S144,neutral
0011927.wav,8,S46,bored
0011928.wav,13,S49,neutral
0011929.wav,30,S8,neutral
0011930.wav,11,S89,question
0011931.wav,16,S28,bored
0011932.wav,17,S117,neutral
0011933.wav,1,S96,excited
0011934.wav,1,S140,question
0011935.wav,1,S13,bored
0011936.wav,17,S151,neutral
0011937.wav,14,S70,excited
0011938.wav,1,S90,excited
0011939.wav,60,S52,bored
0011940.wav,90,S126,bored
0011941.wav,70,S85,neutral
0011942.wav,70,S161,neutral
0011943.wav,2,S156,question
0011944.wav,20,S149,neutral
0011945.wav,1000000000,S29,question
0011946.wav,10,S154,question
0011947.wav,40,S143,question
0011948.wav,7,S100,question
0011949.wav,0,S62,bored
0011950.wav,6,S12,bored
0011951.wav,20,S74,excited
0011952.wav,9,S6,neutral
0011953.wav,1000000,S67,excited
0011954.wav,3,S80,neutral
0011955.wav,1000000000,S43,question
0011956.wav,70,S95,bored
0011957.wav,4,S126,neutral
0011958.wav,18,S3,bored
0011959.wav,6,S94,excited
0011960.wav,9,S25,excited
0011961.wav,14,S34,neutral
0011962.wav,9,S34,excited
0011963.wav,17,S32,question
0011964.wav,8,S130,bored
0011965.wav,9,S80,question
0011966.wav,5,S179,question
0011967.wav,70,S73,neutral
0011968.wav,70,S154,neutral
0011969.wav,20,S68,question
0011970.wav,80,S83,excited
0011971.wav,5,S47,excited
0011972.wav,100,S9,bored
0011973.wav,50,S95,bored
0011974.wav,10,S125,neutral
0011975.wav,13,S80,neutral
0011976.wav,8,S41,excited
0011977.wav,1,S99,excited
0011978.wav,40,S146,question
0011979.wav,14,S42,excited
0011980.wav,14,S8,bored
0011981.wav,80,S158,bored
0011982.wav,1,S180,neutral
0011983.wav,9,S154,question
0011984.wav,50,S166,neutral
0011985.wav,14,S29,neutral
0011986.wav,19,S99,bored
0011987.wav,10,S170,bored
0011988.wav,16,S40,bored
0011989.wav,14,S106,question
0011990.wav,19,S172,bored
0011991.wav,60,S142,neutral
0011992.wav,90,S50,bored
0011993.wav,17,S184,bored
0011994.wav,1000000,S70,question
0011995.wav,30,S170,neutral
0011996.wav,1000,S21,excited
0011997.wav,9,S136,question
0011998.wav,6,S50,bored
0011999.wav,4,S92,bored
0012000.wav,14,S54,bored
0012001.wav,2,S60,bored
0012002.wav,6,S8,question
0012003.wav,1000000000,S179,question
0012004.wav,16,S12,excited
0012005.wav,18,S22,excited
0012006.wav,11,S158,question
0012007.wav,15,S44,bored
0012008.wav,1000000000,S32,neutral
0012009.wav,70,S125,bored
0012010.wav,5,S62,bored
0012011.wav,5,S107,bored
0012012.wav,14,S18,excited
0012013.wav,4,S12,excited
0012014.wav,13,S142,question
0012015.wav,8,S163,excited
0012016.wav,20,S164,neutral
0012017.wav,30,S2,bored
0012018.wav,1000000,S68,neutral
0012019.wav,70,S151,question
0012020.wav,80,S172,question
0012021.wav,100,S109,neutral
0012022.wav,10,S129,question
0012023.wav,60,S79,excited
0012024.wav,60,S178,excited
0012025.wav,1000,S176,bored
0012026.wav,9,S114,question
0012027.wav,9,S63,question
0012028.wav,18,S130,question
0012029.wav,3,S68,question
0012030.wav,4,S142,bored
0012031.wav,70,S23,bored
0012032.wav,70,S96,bored
0012033.wav,3,S141,bored
0012034.wav,20,S148,question
0012035.wav,6,S96,question
0012036.wav,11,S178,neutral
0012037.wav,15,S57,question
0012038.wav,30,S95,bored
0012039.wav,1,S88,neutral
0012040.wav,10,S4,question
0012041.wav,13,S24,question
0012042.wav,8,S144,bored
0012043.wav,11,S167,neutral
0012044.wav,11,S31,excited
0012045.wav,1000000000,S133,excited
0012046.wav,1000,S23,question
0012047.wav,16,S34,question
0012048.wav,12,S167,bored
0012049.wav,100,S81,neutral
0012050.wav,3,S87,question
0012051.wav,1000000,S75,bored
0012052.wav,50,S167,neutral
0012053.wav,0,S160,neutral
0012054.wav,9,S170,neutral
0012055.wav,4,S137,neutral
0012056.wav,16,S152,excited
0012057.wav,100,S174,bored
0012058.wav,15,S170,question
0012059.wav,8,S32,neutral
0012060.wav,7,S169,question
0012061.wav,70,S174,neutral
0012062.wav,70,S156,excited
0012063.wav,18,S59,question
0012064.wav,1000000,S28,excited
0012065.wav,1000000,S46,question
0012066.wav,30,S129,question
0012067.wav,2,S88,bored
0012068.wav,6,S24,neutral
0012069.wav,16,S23,bored
0012070.wav,19,S136,neutral
0012071.wav,17,S176,question
0012072.wav,4,S88,bored
0012073.wav,1,S34,neutral
0012074.wav,4,S178,question
0012075.wav,16,S40,bored
0012076.wav,1000000,S149,excited
0012077.wav,18,S122,excited
0012078.wav,0,S43,bored
0012079.wav,10,S5,bored
0012080.wav,30,S139,bored
0012081.wav,50,S155,bored
0012082.wav,1000000,S143,neutral
0012083.wav,60,S117,question
0012084.wav,19,S42,neutral
0012085.wav,1000000,S155,bored
0012086.wav,90,S40,excited
0012087.wav,5,S43,neutral
0012088.wav,90,S2,excited
0012089.wav,80,S161,question
0012090.wav,90,S119,question
0012091.wav,0,S62,question
0012092.wav,4,S177,neutral
0012093.wav,5,S100,bored
0012094.wav,3,S88,bored
0012095.wav,60,S33,neutral
0012096.wav,7,S12,neutral
0012097.wav,12,S42,neutral
0012098.wav,16,S3,question
0012099.wav,9,S117,neutral
0012100.wav,8,S113,neutral
0012101.wav,13,S83,bored
0012102.wav,11,S13,bored
0012103.wav,11,S116,neutral
0012104.wav,80,S2,neutral
0012105.wav,40,S92,neutral
0012106.wav,19,S128,neutral
0012107.wav,50,S104,question
0012108.wav,2,S30,bored
0012109.wav,16,S3,neutral
0012110.wav,11,S40,question
0012111.wav,6,S101,bored
0012112.wav,1000000,S32,neutral
0012113.wav,1,S91,question
0012114.wav,30,S101,bored
0012115.wav,5,S40,question
0012116.wav,5,S106,neutral
0012117.wav,11,S44,neutral
0012118.wav,70,S117,question
0012119.wav,18,S177,bored
0012120.wav,12,S41,excited
0012121.wav,14,S86,excited
0012122.wav,1,S72,excited
0012123.wav,17,S176,question
0012124.wav,9,S2,neutral
0012125.wav,50,S87,neutral
0012126.wav,17,S70,excited
0012127.wav,9,S45,excited
0012128.wav,1,S112,bored
0012129.wav,1,S150,question
0012130.wav,100,S83,neutral
0012131.wav,14,S2,bored
0012132.wav,100,S156,bored
0012133.wav,100,S102,excited
0012134.wav,6,S92,bored
0012135.wav,19,S60,neutral
0012136.wav,17,S79,excited
0012137.wav,60,S85,excited
0012138.wav,11,S119,question
0012139.wav,60,S112,bored
0012140.wav,16,S143,bored
0012141.wav,90,S148,excited
0012142.wav,90,S97,bored
0012143.wav,10,S121,question
0012144.wav,16,S184,question
0012145.wav,90,S29,question
0012146.wav,30,S38,excited
0012147.wav,12,S13,bored
0012148.wav,17,S136,neutral
0012149.wav,16,S155,bored
0012150.wav,8,S120,bored
0012151.wav,0,S81,neutral
0012152.wav,40,S83,bored
0012153.wav,50,S70,excited
0012154.wav,0,S12,neutral
0012155.wav,3,S62,bored
0012156.wav,4,S34,neutral
0012157.wav,17,S96,excited
0012158.wav,14,S169,excited
0012159.wav,11,S16,question
0012160.wav,1000000,S164,excited
0012161.wav,50,S30,neutral
0012162.wav,50,S40,bored
0012163.wav,1000000,S3,excited
0012164.wav,20,S50,excited
0012165.wav,90,S20,question
0012166.wav,10,S101,question
0012167.wav,30,S94,excited
0012168.wav,20,S178,bored
0012169.wav,5,S137,bored
0012170.wav,1000000,S95,question
0012171.wav,1000000000,S42,neutral
0012172.wav,100,S7,question
0012173.wav,17,S52,question
0012174.wav,14,S112,bored
0012175.wav,1000,S103,excited
0012176.wav,13,S179,neutral
0012177.wav,8,S94,question
0012178.wav,6,S177,neutral
0012179.wav,18,S178,excited
0012180.wav,8,S93,question
0012181.wav,30,S29,excited
0012182.wav,12,S69,question
0012183.wav,18,S3,question
0012184.wav,6,S160,bored
0012185.wav,2,S25,neutral
0012186.wav,50,S181,question
0012187.wav,19,S109,question
0012188.wav,8,S121,bored
0012189.wav,0,S172,excited
0012190.wav,13,S100,excited
0012191.wav,12,S143,question
0012192.wav,1000000000,S45,neutral
0012193.wav,2,S68,neutral
0012194.wav,5,S109,bored
0012195.wav,9,S28,bored
0012196.wav,70,S57,neutral
0012197.wav,18,S184,excited
0012198.wav,14,S122,excited
0012199.wav,17,S81,excited
0012200.wav,18,S54,neutral
0012201.wav,30,S103,bored
0012202.wav,6,S111,bored
0012203.wav,30,S139,excited
0012204.wav,19,S22,question
0012205.wav,70,S70,excited
0012206.wav,13,S142,bored
0012207.wav,17,S33,neutral
0012208.wav,30,S182,question
0012209.wav,70,S143,question
0012210.wav,5,S13,neutral
0012211.wav,12,S110,excited
0012212.wav,70,S66,bored
0012213.wav,20,S149,question
0012214.wav,1000000000,S117,bored
0012215.wav,8,S128,neutral
0012216.wav,7,S23,neutral
0012217.wav,5,S50,bored
0012218.wav,50,S40,excited
0012219.wav,14,S2,neutral
0012220.wav,3,S79,excited
0012221.wav,70,S121,neutral
0012222.wav,9,S144,question
0012223.wav,16,S9,neutral
0012224.wav,1000000,S78,bored
0012225.wav,12,S160,neutral
0012226.wav,16,S155,question
0012227.wav,18,S83,bored
0012228.wav,50,S133,neutral
0012229.wav,0,S61,neutral
0012230.wav,13,S147,question
0012231.wav,1000000,S175,excited
0012232.wav,3,S50,bored
0012233.wav,40,S117,question
0012234.wav,20,S95,neutral
0012235.wav,15,S97,bored
0012236.wav,7,S166,question
0012237.wav,9,S109,bored
0012238.wav,80,S97,question
0012239.wav,1000000,S22,excited
0012240.wav,0,S125,question
0012241.wav,15,S107,bored
0012242.wav,0,S18,bored
0012243.wav,100,S178,question
0012244.wav,1000000000,S96,bored
0012245.wav,30,S148,bored
0012246.wav,13,S129,bored
0012247.wav,9,S158,excited
0012248.wav,16,S164,bored
0012249.wav,8,S63,neutral
0012250.wav,3,S107,neutral
0012251.wav,8,S87,question
0012252.wav,12,S81,question
0012253.wav,7,S167,bored
0012254.wav,2,S21,excited
0012255.wav,14,S49,bored
0012256.wav,0,S168,question
0012257.wav,14,S175,excited
0012258.wav,17,S93,bored
0012259.wav,60,S130,question
0012260.wav,19,S56,excited
0012261.wav,2,S124,excited
0012262.wav,9,S101,excited
0012263.wav,70,S155,neutral
0012264.wav,1000000,S133,question
0012265.wav,16,S142,bored
0012266.wav,60,S40,bored
0012267.wav,1000,S50,neutral
0012268.wav,1000000000,S52,question
0012269.wav,1000000,S113,bored
0012270.wav,50,S123,excited
0012271.wav,50,S11,bored
0012272.wav,11,S84,excited
0012273.wav,2,S10,bored
0012274.wav,13,S157,neutral
0012275.wav,30,S173,bored
0012276.wav,16,S5,bored
0012277.wav,90,S10,question
0012278.wav,11,S73,neutral
0012279.wav,4,S49,neutral
0012280.wav,18,S172,question
0012281.wav,7,S133,bored
0012282.wav,5,S18,neutral
0012283.wav,8,S42,neutral
0012284.wav,1000,S73,question
0012285.wav,5,S81,question
0012286.wav,2,S101,bored
0012287.wav,10,S106,neutral
0012288.wav,17,S83,bored
0012289.wav,1,S2,bored
0012290.wav,19,S92,question
0012291.wav,13,S16,bored
0012292.wav,80,S40,question
0012293.wav,0,S131,question
0012294.wav,40,S181,bored
0012295.wav,19,S78,bored
0012296.wav,80,S161,bored
0012297.wav,10,S83,excited
0012298.wav,16,S177,excited
0012299.wav,80,S83,bored
0012300.wav,19,S128,neutral
0012301.wav,80,S4,bored
0012302.wav,1000,S31,neutral
0012303.wav,100,S41,neutral
0012304.wav,18,S85,neutral
0012305.wav,4,S174,question
0012306.wav,12,S160,excited
0012307.wav,4,S34,excited
0012308.wav,1000,S17,question
0012309.wav,14,S10,bored
0012310.wav,3,S68,excited
0012311.wav,80,S66,question
0012312.wav,14,S144,neutral
0012313.wav,16,S26,question
0012314.wav,13,S92,question
0012315.wav,0,S152,neutral
0012316.wav,1000000,S167,excited
0012317.wav,4,S6,bored
0012318.wav,12,S14,excited
0012319.wav,0,S66,excited
0012320.wav,14,S40,neutral
0012321.wav,5,S96,bored
0012322.wav,60,S73,neutral
0012323.wav,70,S182,bored
0012324.wav,9,S84,excited
0012325.wav,70,S141,question
0012326.wav,4,S150,neutral
0012327.wav,17,S15,bored
0012328.wav,50,S109,bored
0012329.wav,1000000000,S104,bored
0012330.wav,11,S165,neutral
0012331.wav,3,S7,excited
0012332.wav,0,S74,neutral
0012333.wav,20,S151,bored
0012334.wav,2,S34,neutral
0012335.wav,70,S96,excited
0012336.wav,60,S1,neutral
0012337.wav,3,S40,bored
0012338.wav,18,S16,question
0012339.wav,4,S49,question
0012340.wav,3,S29,question
0012341.wav,1000,S172,excited
0012342.wav,70,S30,neutral
0012343.wav,19,S168,neutral
0012344.wav,15,S169,excited
0012345.wav,2,S105,bored
0012346.wav,13,S132,question
0012347.wav,100,S163,excited
0012348.wav,2,S15,bored
0012349.wav,3,S159,question
0012350.wav,8,S68,question
0012351.wav,4,S18,question
0012352.wav,1000000000,S69,neutral
0012353.wav,3,S51,neutral
0012354.wav,50,S13,bored
0012355.wav,100,S63,excited
0012356.wav,40,S14,excited
0012357.wav,70,S120,excited
0012358.wav,30,S169,neutral
0012359.wav,16,S111,question
0012360.wav,14,S147,excited
0012361.wav,8,S2,neutral
0012362.wav,17,S168,neutral
0012363.wav,0,S79,question
0012364.wav,9,S130,question
0012365.wav,60,S148,bored
0012366.wav,0,S86,neutral
0012367.wav,17,S14,excited
0012368.wav,4,S20,question
0012369.wav,11,S180,excited
0012370.wav,8,S57,bored
0012371.wav,18,S91,question
0012372.wav,100,S148,neutral
0012373.wav,1,S39,question
0012374.wav,19,S93,neutral
0012375.wav,1000000000,S10,bored
0012376.wav,11,S120,bored
0012377.wav,2,S108,question
0012378.wav,1000000000,S3,question
0012379.wav,17,S47,neutral
0012380.wav,14,S76,neutral
0012381.wav,1,S18,question
0012382.wav,8,S62,question
0012383.wav,1000000,S52,neutral
0012384.wav,1,S31,excited
0012385.wav,10,S95,excited
0012386.wav,17,S9,excited
0012387.wav,70,S168,excited
0012388.wav,70,S16,neutral
0012389.wav,6,S133,neutral
0012390.wav,30,S39,bored
0012391.wav,11,S130,neutral
0012392.wav,50,S154,bored
0012393.wav,19,S117,neutral
0012394.wav,0,S120,excited
0012395.wav,7,S154,bored
0012396.wav,4,S35,neutral
0012397.wav,6,S89,question
0012398.wav,7,S111,bored
0012399.wav,8,S153,bored
0012400.wav,6,S157,excited
0012401.wav,14,S35,neutral
0012402.wav,5,S90,excited
0012403.wav,70,S67,bored
0012404.wav,9,S37,bored
0012405.wav,1000000000,S83,bored
0012406.wav,12,S49,excited
0012407.wav,20,S103,question
0012408.wav,14,S16,excited
0012409.wav,70,S147,question
0012410.wav,16,S133,bored
0012411.wav,12,S170,question
0012412.wav,1,S5,question
0012413.wav,3,S5,question
0012414.wav,15,S101,excited
0012415.wav,6,S41,excited
0012416.wav,15,S122,excited
0012417.wav,80,S57,bored
0012418.wav,13,S117,question
0012419.wav,70,S48,neutral
0012420.wav,30,S3,neutral
0012421.wav,40,S184,bored
0012422.wav,1000000000,S155,bored
0012423.wav,17,S43,neutral
0012424.wav,70,S181,question
0012425.wav,5,S41,neutral
0012426.wav,2,S53,excited
0012427.wav,40,S150,question
0012428.wav,6,S34,excited
0012429.wav,19,S162,question
0012430.wav,2,S164,question
0012431.wav,19,S60,bored
0012432.wav,50,S43,question
0012433.wav,60,S10,question
0012434.wav,90,S116,neutral
0012435.wav,15,S15,bored
0012436.wav,7,S174,excited
0012437.wav,6,S83,bored
0012438.wav,1000,S160,excited
0012439.wav,9,S134,question
0012440.wav,90,S114,question
0012441.wav,7,S106,neutral
0012442.wav,17,S183,neutral
0012443.wav,40,S23,bored
0012444.wav,13,S168,question
0012445.wav,16,S179,question
0012446.wav,8,S145,bored
0012447.wav,5,S141,neutral
0012448.wav,10,S93,question
0012449.wav,9,S109,bored
0012450.wav,13,S107,neutral
0012451.wav,1000,S21,excited
0012452.wav,50,S143,bored
0012453.wav,80,S114,bored
0012454.wav,60,S35,neutral
0012455.wav,1000000000,S171,excited
0012456.wav,1000000,S80,neutral
0012457.wav,70,S91,excited
0012458.wav,1000,S88,excited
0012459.wav,50,S75,bored
0012460.wav,60,S110,neutral
0012461.wav,30,S20,question
0012462.wav,50,S117,bored
0012463.wav,5,S184,question
0012464.wav,40,S5,neutral
0012465.wav,12,S43,question
0012466.wav,1,S144,question
0012467.wav,70,S37,question
0012468.wav,1000000000,S9,question
0012469.wav,17,S80,question
0012470.wav,2,S106,excited
0012471.wav,1000000,S169,neutral
0012472.wav,4,S3,bored
0012473.wav,5,S7,neutral
0012474.wav,100,S180,neutral
0012475.wav,7,S11,question
0012476.wav,30,S146,neutral
0012477.wav,40,S12,bored
0012478.wav,1000000,S127,excited
0012479.wav,50,S43,neutral
0012480.wav,20,S176,neutral
0012481.wav,18,S73,excited
0012482.wav,100,S71,excited
0012483.wav,13,S27,neutral
0012484.wav,2,S90,excited
0012485.wav,20,S162,question
0012486.wav,1000,S36,neutral
0012487.wav,30,S107,neutral
0012488.wav,8,S97,bored
0012489.wav,5,S141,excited
0012490.wav,80,S100,bored
0012491.wav,50,S141,neutral
0012492.wav,15,S22,excited
0012493.wav,13,S112,bored
0012494.wav,1,S104,question
0012495.wav,100,S46,question
0012496.wav,6,S51,neutral
0012497.wav,17,S149,neutral
0012498.wav,19,S9,bored
0012499.wav,14,S152,question
0012500.wav,6,S99,question
0012501.wav,16,S182,bored
0012502.wav,6,S18,excited
0012503.wav,10,S45,bored
0012504.wav,8,S115,question
0012505.wav,7,S178,question
0012506.wav,3,S136,question
0012507.wav,1,S116,question
0012508.wav,2,S34,bored
0012509.wav,30,S176,excited
0012510.wav,16,S87,neutral
0012511.wav,6,S112,neutral
0012512.wav,13,S37,neutral
0012513.wav,40,S78,bored
0012514.wav,14,S178,excited
0012515.wav,8,S24,question
0012516.wav,70,S168,neutral
0012517.wav,16,S129,bored
0012518.wav,2,S10,question
0012519.wav,20,S85,excited
0012520.wav,1,S31,bored
0012521.wav,0,S82,question
0012522.wav,14,S145,neutral
0012523.wav,5,S37,question
0012524.wav,7,S136,neutral
0012525.wav,60,S171,excited
0012526.wav,2,S10,bored
0012527.wav,5,S139,excited
0012528.wav,1000000000,S30,neutral
0012529.wav,13,S55,bored
0012530.wav,40,S42,question
0012531.wav,6,S157,question
0012532.wav,0,S162,excited
0012533.wav,70,S18,neutral
0012534.wav,80,S148,bored
0012535.wav,0,S93,neutral
0012536.wav,3,S5,question
0012537.wav,30,S180,neutral
0012538.wav,60,S54,question
0012539.wav,12,S134,question
0012540.wav,60,S154,neutral
0012541.wav,70,S145,bored
0012542.wav,2,S154,neutral
0012543.wav,1,S10,neutral
0012544.wav,3,S184,excited
0012545.wav,17,S176,excited
0012546.wav,17,S90,question
0012547.wav,70,S156,bored
0012548.wav,15,S42,question
0012549.wav,18,S109,question
0012550.wav,0,S166,neutral
0012551.wav,16,S7,excited
0012552.wav,9,S73,excited
0012553.wav,13,S90,question
0012554.wav,17,S151,bored
0012555.wav,6,S121,bored
0012556.wav,5,S13,question
0012557.wav,14,S182,excited
0012558.wav,5,S39,bored
0012559.wav,20,S86,bored
0012560.wav,80,S104,question
0012561.wav,20,S16,neutral
0012562.wav,20,S112,neutral
0012563.wav,12,S35,question
0012564.wav,18,S146,question
0012565.wav,50,S158,excited
0012566.wav,1000000000,S178,bored
0012567.wav,6,S115,question
0012568.wav,4,S10,question
0012569.wav,40,S44,bored
0012570.wav,80,S53,bored
0012571.wav,1,S173,question
0012572.wav,15,S11,bored
0012573.wav,1,S34,bored
0012574.wav,17,S138,neutral
0012575.wav,8,S78,neutral
0012576.wav,4,S130,bored
0012577.wav,7,S145,excited
0012578.wav,30,S82,neutral
0012579.wav,9,S181,question
0012580.wav,30,S126,neutral
0012581.wav,90,S128,question
0012582.wav,0,S106,neutral
0012583.wav,40,S90,excited
0012584.wav,1000000000,S114,neutral
0012585.wav,2,S35,neutral
0012586.wav,16,S111,neutral
0012587.wav,15,S151,neutral
0012588.wav,1000,S127,neutral
0012589.wav,1000000,S57,question
0012590.wav,80,S113,neutral
0012591.wav,11,S42,neutral
0012592.wav,15,S81,excited
0012593.wav,9,S18,bored
0012594.wav,12,S89,question
0012595.wav,1000000000,S68,neutral
0012596.wav,90,S21,question
0012597.wav,3,S38,question
0012598.wav,40,S62,bored
0012599.wav,17,S119,excited
0012600.wav,30,S141,question
0012601.wav,11,S140,excited
0012602.wav,6,S181,question
0012603.wav,90,S93,neutral
0012604.wav,50,S69,question
0012605.wav,1000,S81,bored
0012606.wav,100,S144,excited
0012607.wav,0,S99,neutral
0012608.wav,19,S140,excited
0012609.wav,1000000,S161,question
0012610.wav,18,S15,neutral
0012611.wav,7,S183,neutral
0012612.wav,16,S151,neutral
0012613.wav,6,S107,bored
0012614.wav,1000000000,S83,bored
0012615.wav,5,S83,excited
0012616.wav,9,S138,excited
0012617.wav,5,S88,excited
0012618.wav,6,S6,bored
0012619.wav,6,S110,question
0012620.wav,17,S141,question
0012621.wav,14,S157,question
0012622.wav,1000000000,S59,bored
0012623.wav,0,S113,question
0012624.wav,40,S123,neutral
0012625.wav,12,S97,bored
0012626.wav,14,S100,question
0012627.wav,0,S146,neutral
0012628.wav,20,S68,excited
0012629.wav,50,S86,excited
0012630.wav,14,S21,excited
0012631.wav,1000000000,S92,neutral
0012632.wav,60,S50,excited
0012633.wav,7,S155,neutral
0012634.wav,80,S29,bored
0012635.wav,1000,S5,question
0012636.wav,9,S83,neutral
0012637.wav,1000,S162,bored
0012638.wav,1,S149,bored
0012639.wav,1000000,S12,question
0012640.wav,16,S27,bored
0012641.wav,50,S156,bored
0012642.wav,3,S140,neutral
0012643.wav,90,S42,neutral
0012644.wav,18,S47,question
0012645.wav,0,S140,excited
0012646.wav,5,S112,question
0012647.wav,10,S172,excited
0012648.wav,17,S16,excited
0012649.wav,17,S18,question
0012650.wav,90,S180,excited
0012651.wav,30,S3,excited
0012652.wav,12,S124,question
0012653.wav,7,S183,neutral
0012654.wav,10,S47,question
0012655.wav,90,S39,question
0012656.wav,30,S160,bored
0012657.wav,15,S147,excited
0012658.wav,30,S151,question
0012659.wav,20,S92,neutral
0012660.wav,11,S82,neutral
0012661.wav,16,S165,excited
0012662.wav,5,S168,excited
0012663.wav,1000000000,S63,question
0012664.wav,30,S172,excited
0012665.wav,20,S19,excited
0012666.wav,7,S66,question
0012667.wav,60,S35,question
0012668.wav,9,S110,bored
0012669.wav,20,S103,excited
0012670.wav,12,S156,bored
0012671.wav,2,S95,neutral
0012672.wav,16,S78,bored
0012673.wav,15,S65,bored
0012674.wav,6,S41,bored
0012675.wav,10,S145,neutral
0012676.wav,9,S44,excited
0012677.wav,1000000,S5,neutral
0012678.wav,40,S177,neutral
0012679.wav,2,S117,neutral
0012680.wav,1,S116,excited
0012681.wav,14,S180,excited
0012682.wav,30,S21,question
0012683.wav,1,S26,bored
0012684.wav,50,S103,neutral
0012685.wav,4,S179,question
0012686.wav,8,S179,question
0012687.wav,19,S95,question
0012688.wav,100,S15,excited
0012689.wav,90,S111,excited
0012690.wav,50,S158,question
0012691.wav,16,S39,bored
0012692.wav,0,S167,bored
0012693.wav,13,S83,excited
0012694.wav,12,S72,excited
0012695.wav,1000000,S57,neutral
